filename,width,height,class,xmin,ymin,xmax,ymax
00040_00009_00003_png_jpg.rf.906571a3d95c4c9fbd2654ec117bf173.jpg,416,416,Round-About,75,62,387,386
00024_00006_00002_png_jpg.rf.908841fbde85a0aa1629b4984ff19b54.jpg,416,416,-Road narrows on right,86,83,368,361
00039_00007_00009_png_jpg.rf.908b41bdd82a4297ece88e9be0c52ff5.jpg,416,416,Keep-Left,27,33,390,397
00013_00004_00026_png_jpg.rf.909370a2afec918cc653acd748ae8ff0.jpg,416,416,Give Way,49,36,394,385
00018_00000_00000_png_jpg.rf.9094e28b4746fd312ca4dfa323a65481.jpg,416,416,Attention Please-,80,96,368,336
00033_00005_00004_png_jpg.rf.90a36b88dbac08bce12c651bce0e0943.jpg,416,416,Turn right ahead,37,43,386,379
00036_00008_00003_png_jpg.rf.90aa590ecb257c4c95c3ba2944e4e104.jpg,416,416,Go Straight or Turn Right,80,58,352,359
00022_00009_00010_png_jpg.rf.90b7c27d6eed97093c5f9504104841ac.jpg,416,416,Uneven Road,71,56,376,349
00018_00001_00026_png_jpg.rf.90c8b9204e29614744f15a128be0aa31.jpg,416,416,Attention Please-,14,32,397,390
00042_00001_00002_png_jpg.rf.90dc71e73bbfbe863e36bea1163262b5.jpg,416,416,Overtaking by trucks is prohibited,72,86,373,344
00038_00019_00015_png_jpg.rf.90fc1d7cdbd3d784b352ec2fb7496e0b.jpg,416,416,Keep-Right,68,56,394,371
00002_00002_00016_png_jpg.rf.910e9fc6bfc7fd9d2ba83065a61ffdaa.jpg,416,416,50 mph speed limit,43,57,346,363
00020_00006_00019_png_jpg.rf.9115104b23534ee2ee4916a9d7161b71.jpg,416,416,Dangerous Rright Curve Ahead,43,85,357,359
00033_00001_00004_png_jpg.rf.9116c2689bf036fb700c214e8077e659.jpg,416,416,Turn right ahead,89,74,357,342
00022_00004_00012_png_jpg.rf.912779fcc65af9909b7d8b4c6a76fb3b.jpg,416,416,Uneven Road,81,72,370,369
00021_00010_00007_png_jpg.rf.9129184fe3b0b54f426545d28dc2fe92.jpg,416,416,Left Zig Zag Traffic,54,81,376,376
00034_00000_00027_png_jpg.rf.912cac572a0f202f59831ce0569a1959.jpg,416,416,Turn left ahead,30,35,381,401
00029_00002_00006_png_jpg.rf.912d639fa44acf14f27fea5e82473f7c.jpg,416,416,CYCLE ROUTE AHEAD WARNING,42,77,375,373
00028_00015_00027_png_jpg.rf.913e7200a4275a92786be94ad0a1b7fb.jpg,416,416,Beware of children,47,42,383,372
00034_00001_00003_png_jpg.rf.9142eb328bf398f753069e68f2aecf48.jpg,416,416,Turn left ahead,72,72,373,373
00023_00002_00004_png_jpg.rf.914521dd09061044d33eec18d1a92e40.jpg,416,416,Slippery Road Ahead,64,81,363,347
00023_00006_00012_png_jpg.rf.9147a49a00383f25cbd1f8f5dfa4124e.jpg,416,416,Slippery Road Ahead,40,55,387,373
00039_00009_00027_png_jpg.rf.914ba31a74ca0cf885c53b8d8f976fa5.jpg,416,416,Keep-Left,31,59,362,370
00018_00003_00017_png_jpg.rf.9151533794e4de2e2fc3503e21bc4a68.jpg,416,416,Attention Please-,19,42,403,388
00023_00007_00019_png_jpg.rf.9152ac2ed3e3e81d57caff54d028fd9a.jpg,416,416,Slippery Road Ahead,39,34,385,390
00028_00004_00008_png_jpg.rf.91546906d27591ffe72abde427c41b54.jpg,416,416,Beware of children,56,61,371,355
00016_00012_00009_png_jpg.rf.915d9ffb0e2e60e57294c3ed1e198b7e.jpg,416,416,Truck traffic is prohibited,67,80,349,349
00017_00002_00004_png_jpg.rf.916ca53e22bceca40b00330d9142ce58.jpg,416,416,No Entry,92,61,370,406
00024_00001_00023_png_jpg.rf.916e50057f55c46776211b56dd25cb69.jpg,416,416,-Road narrows on right,46,57,364,371
00021_00007_00017_png_jpg.rf.917888fc6847247219f01690de73f168.jpg,416,416,Left Zig Zag Traffic,23,34,385,382
00036_00009_00006_png_jpg.rf.91846ce26a6b62c360790da2e49b6365.jpg,416,416,Go Straight or Turn Right,58,86,388,344
00038_00014_00005_png_jpg.rf.918908940a626f57a82e965610cf7b01.jpg,416,416,Keep-Right,89,86,342,330
00034_00010_00016_png_jpg.rf.918e2e0b4c39a53f45a081aceb35d15a.jpg,416,416,Turn left ahead,55,48,373,387
00037_00006_00008_png_jpg.rf.9195768e0c376b84f70c615989c5523c.jpg,416,416,Go straight or turn left,37,61,398,391
00013_00014_00022_png_jpg.rf.9197d29ac5bb70dad49e1facfce9aa4e.jpg,416,416,Give Way,30,38,391,392
00022_00012_00021_png_jpg.rf.9199aa3a89046d72bad5a997e6214119.jpg,416,416,Uneven Road,54,59,376,380
00023_00014_00002_png_jpg.rf.919a9ff8fddae0e3044f5d44338db93f.jpg,416,416,Slippery Road Ahead,22,55,394,386
00013_00001_00006_png_jpg.rf.919c8fab454c103f6072b6ecf6f8db15.jpg,416,416,Give Way,63,56,401,359
00027_00006_00015_png_jpg.rf.91a0f865383dbd1dff7b0913d34e4cc3.jpg,416,416,Pedestrian Crossing,34,53,358,372
00038_00008_00017_png_jpg.rf.91a4cf1b146e376a26bf177b892c6ca1.jpg,416,416,Keep-Right,73,63,404,391
00036_00001_00000_png_jpg.rf.91a570935bac1e8ccd307a692f473421.jpg,416,416,Go Straight or Turn Right,97,78,361,364
00040_00006_00010_png_jpg.rf.91af1901dd594e2508861b62270a6138.jpg,416,416,Round-About,36,63,389,380
00020_00004_00022_png_jpg.rf.91a7dfa3e16490fa55778c3b1f5aecfa.jpg,416,416,Dangerous Rright Curve Ahead,73,63,344,344
00018_00007_00005_png_jpg.rf.91b477a19558a909218ed02beb51373f.jpg,416,416,Attention Please-,57,53,383,377
00033_00006_00020_png_jpg.rf.91b84c3d7798dcef7101058ab12af720.jpg,416,416,Turn right ahead,60,51,387,394
00023_00002_00001_png_jpg.rf.91c4d5568b830f06aca08f90fed26324.jpg,416,416,Slippery Road Ahead,88,86,340,355
00013_00069_00023_png_jpg.rf.91d9ee7f9e5a1bc9aa4a80d7453570dc.jpg,416,416,Give Way,46,53,362,378
00040_00011_00005_png_jpg.rf.91eb2cecdd8692889a747238a7a4e385.jpg,416,416,Round-About,66,74,378,398
00039_00004_00010_png_jpg.rf.920d79eb6102edc86c60f6bd8877fc36.jpg,416,416,Keep-Left,60,48,369,381
00023_00013_00003_png_jpg.rf.9217419385a426f46cb904ed1eda0e41.jpg,416,416,Slippery Road Ahead,60,67,385,369
00024_00006_00014_png_jpg.rf.9217d693a2c35f41a5f611003701833b.jpg,416,416,-Road narrows on right,51,74,365,361
00033_00012_00011_png_jpg.rf.921d6958d3153faca6649c7babfd28c0.jpg,416,416,Turn right ahead,77,77,351,340
00037_00002_00002_png_jpg.rf.922982862ab37187df81a6ad025d3557.jpg,416,416,Go straight or turn left,60,62,372,355
00033_00008_00006_png_jpg.rf.923391a12d8c656aa8af8f4af961254e.jpg,416,416,Turn right ahead,33,25,366,384
00033_00001_00010_png_jpg.rf.923c84a64e86754b13b6cb17885098b7.jpg,416,416,Turn right ahead,61,76,355,366
00016_00009_00007_png_jpg.rf.9242a656d949d0528d29af6b96b9cf2f.jpg,416,416,Truck traffic is prohibited,28,78,389,338
00002_00035_00023_png_jpg.rf.9245c61371c8075328445cfe51b88202.jpg,416,416,50 mph speed limit,57,38,386,381
00039_00000_00019_png_jpg.rf.925c13ba0b7e2905ceb07db800f10f08.jpg,416,416,Keep-Left,35,28,378,389
00034_00001_00005_png_jpg.rf.9268e66ac385089c70e4575346a2400d.jpg,416,416,Turn left ahead,81,84,376,375
00022_00012_00015_png_jpg.rf.926d7955ebb6a005a6f73a190438c90a.jpg,416,416,Uneven Road,53,74,381,361
00035_00020_00002_png_jpg.rf.92735babb8a1d8a56a63d62704023ea3.jpg,416,416,Straight Ahead Only,70,70,361,389
00033_00007_00010_png_jpg.rf.9275e56ac77a9e2f6333cdb6d2b3941f.jpg,416,416,Turn right ahead,16,45,401,394
00042_00006_00028_png_jpg.rf.92813713802f00f61b4b57982a4e4c0e.jpg,416,416,Overtaking by trucks is prohibited,35,63,374,388
00028_00004_00022_png_jpg.rf.929aeb7ce9f9b08474e69daefef4c5d6.jpg,416,416,Beware of children,36,55,387,377
00013_00007_00014_png_jpg.rf.929e19a4cdea56eeb6150c3fdd7b6515.jpg,416,416,Give Way,70,48,382,397
00022_00012_00008_png_jpg.rf.92a7f8c79511ecb3263d9067a1bc29f0.jpg,416,416,Uneven Road,88,83,362,357
00013_00008_00029_png_jpg.rf.92afe31516590b275fdd7afc296002ec.jpg,416,416,Give Way,24,41,393,397
00021_00009_00004_png_jpg.rf.92b8d807824fd83e353826562cc6ca1e.jpg,416,416,Left Zig Zag Traffic,56,95,371,357
00002_00069_00008_png_jpg.rf.92c87060932aa8bc5a9692601caf4f11.jpg,416,416,50 mph speed limit,101,121,345,335
00019_00002_00028_png_jpg.rf.92cc41743f6c27ea8a7adf0d08c9734c.jpg,416,416,Dangerous Left Curve Ahead,58,47,352,374
00036_00000_00020_png_jpg.rf.92ce0bbb9d22b5afc19303a9b481c69d.jpg,416,416,Go Straight or Turn Right,54,48,393,378
00036_00001_00014_png_jpg.rf.92da05ebda1bc7cf6420f68565d48253.jpg,416,416,Go Straight or Turn Right,64,63,384,375
00038_00004_00027_png_jpg.rf.92e3597fc4525e90974174070590de1d.jpg,416,416,Keep-Right,34,24,403,404
00035_00020_00027_png_jpg.rf.92f6fcfdcd3a4f9f353e16ea7a55ba2f.jpg,416,416,Straight Ahead Only,36,54,387,369
00042_00002_00007_png_jpg.rf.93047a1bbc4c7de7cd5d11850b7e2e80.jpg,416,416,Overtaking by trucks is prohibited,57,83,373,347
00020_00011_00028_png_jpg.rf.93076dd0fac436651d11f842e802d67d.jpg,416,416,Dangerous Rright Curve Ahead,29,28,387,373
00020_00008_00002_png_jpg.rf.930adf0abda20e26d6a9f7555333c8b8.jpg,416,416,Dangerous Rright Curve Ahead,97,139,333,333
00028_00000_00000_png_jpg.rf.93120c8c63d4e91e7ac26401f222b06c.jpg,416,416,Beware of children,79,48,372,363
00020_00011_00006_png_jpg.rf.9316032d13b27b00e28496492963fd17.jpg,416,416,Dangerous Rright Curve Ahead,81,111,363,375
00020_00005_00010_png_jpg.rf.931ea050316ef824cd3072c0289fec3c.jpg,416,416,Dangerous Rright Curve Ahead,71,91,345,364
00018_00005_00025_png_jpg.rf.931ee7cdc3a497f5872840f01bfe5a4b.jpg,416,416,Attention Please-,33,35,408,385
00038_00062_00021_png_jpg.rf.931f18b4a353e839eb189bf8dde86aaa.jpg,416,416,Keep-Right,36,27,399,390
00034_00000_00020_png_jpg.rf.932e472170f0f0beed218b35d23d08d9.jpg,416,416,Turn left ahead,61,59,379,383
00020_00001_00023_png_jpg.rf.9333607fb8ad145c15b2a85daa263f62.jpg,416,416,Dangerous Rright Curve Ahead,53,62,378,337
00038_00013_00024_png_jpg.rf.93365d4f7c104bbaf3b2eb79e22cb87e.jpg,416,416,Keep-Right,41,59,392,383
00023_00008_00027_png_jpg.rf.933840b469ff1995e40bc1713bc8abbe.jpg,416,416,Slippery Road Ahead,40,14,392,373
00002_00073_00014_png_jpg.rf.933848694c1c94e8156f248a76737bb3.jpg,416,416,50 mph speed limit,55,55,384,373
00035_00020_00015_png_jpg.rf.933d04d789d2d6aadb41c2d936d65e11.jpg,416,416,Straight Ahead Only,51,61,356,376
00016_00000_00018_png_jpg.rf.934beca4ad5995745a92feb4c20ca954.jpg,416,416,Truck traffic is prohibited,24,39,392,388
00038_00013_00013_png_jpg.rf.934de45b3eccaf8cec45397ac2d91d14.jpg,416,416,Keep-Right,61,74,379,380
00023_00016_00008_png_jpg.rf.93656308a3199f408eb26ab4d15b3a15.jpg,416,416,Slippery Road Ahead,52,62,378,349
00023_00008_00011_png_jpg.rf.938568e2fd323c89428cccbdbfbecf9a.jpg,416,416,Slippery Road Ahead,40,85,352,382
00016_00008_00026_png_jpg.rf.9393606230b1a55069c28667c4b2a371.jpg,416,416,Truck traffic is prohibited,20,28,393,392
00023_00003_00003_png_jpg.rf.93a1046021fb589d9e08e829a1f9c6f3.jpg,416,416,Slippery Road Ahead,53,72,363,352
00028_00002_00021_png_jpg.rf.93a28d71f2a9df76fef4d5b7de999d15.jpg,416,416,Beware of children,45,39,386,377
00037_00002_00029_png_jpg.rf.93aa8de72e3d0cb42f198d22f8057900.jpg,416,416,Go straight or turn left,23,34,390,382
00021_00006_00001_png_jpg.rf.93abc63101960878ae2bafa3f2caa634.jpg,416,416,Left Zig Zag Traffic,63,78,378,364
00032_00003_00026_png_jpg.rf.93acd439f0e7377a4f0ffe28264c05d7.jpg,416,416,End of all speed and passing limits,34,35,388,386
00017_00021_00016_png_jpg.rf.93bddcf0e13d26b3955b52069025c2d6.jpg,416,416,No Entry,29,64,377,374
00017_00031_00013_png_jpg.rf.93c088c98517f55af557f4f401ddeef5.jpg,416,416,No Entry,45,55,371,373
00029_00003_00008_png_jpg.rf.93c9abd716e281003a50c0186da4bce0.jpg,416,416,CYCLE ROUTE AHEAD WARNING,17,155,382,349
00017_00022_00010_png_jpg.rf.93df61ad634eb55bb0c15c1a400e7c92.jpg,416,416,No Entry,68,51,358,361
00027_00007_00005_png_jpg.rf.93e4974b1c50ac4cb0923f4fa79b9ab0.jpg,416,416,Pedestrian Crossing,48,53,345,368
00040_00010_00000_png_jpg.rf.9421a7cf96006ea808e40bc599008d57.jpg,416,416,Round-About,42,52,403,377
00018_00008_00004_png_jpg.rf.94280561a51daeb76af5bc7cd010ff1d.jpg,416,416,Attention Please-,45,68,386,391
00002_00072_00019_png_jpg.rf.9428eae1771d6b0f0fff91b8c866cd2a.jpg,416,416,50 mph speed limit,55,32,384,363
00032_00004_00003_png_jpg.rf.9434aa950c8787c8e2990f9acbc2cf53.jpg,416,416,End of all speed and passing limits,46,58,370,345
00036_00007_00005_png_jpg.rf.9437c9d1ec3e0dc8ab2df5a4c540648d.jpg,416,416,Go Straight or Turn Right,70,91,375,351
00028_00003_00005_png_jpg.rf.943c5e835f41da0b56f677829e242e92.jpg,416,416,Beware of children,45,60,371,357
00037_00002_00015_png_jpg.rf.944039e8a7b0fae3a73f6d242186b946.jpg,416,416,Go straight or turn left,33,43,408,391
00023_00006_00015_png_jpg.rf.944297e67a4d7883fd3160a8d17c5dd7.jpg,416,416,Slippery Road Ahead,55,42,370,375
00017_00000_00007_png_jpg.rf.94477e141388f3018c5443a49ee2fa4c.jpg,416,416,No Entry,49,54,382,340
00028_00008_00026_png_jpg.rf.944c9f6af0beb89fde3e95be4e4241dc.jpg,416,416,Beware of children,30,41,392,379
00033_00008_00004_png_jpg.rf.944d3afb05aeaa5a9a8e40c888bc8f44.jpg,416,416,Turn right ahead,42,33,383,383
00024_00002_00014_png_jpg.rf.94547a547f93972b8cca8ada10254aa7.jpg,416,416,-Road narrows on right,34,22,370,365
00039_00004_00020_png_jpg.rf.9457353670725a55b4dd444568641e82.jpg,416,416,Keep-Left,24,31,392,394
00002_00070_00012_png_jpg.rf.946172335855388afed23cf063544136.jpg,416,416,50 mph speed limit,61,59,379,333
00019_00002_00027_png_jpg.rf.94657cfcec0f8b26698c11919bb33aa1.jpg,416,416,Dangerous Left Curve Ahead,37,45,373,367
00036_00010_00002_png_jpg.rf.9471e727bb3a8c557606190877a75265.jpg,416,416,Go Straight or Turn Right,28,81,389,363
00028_00012_00024_png_jpg.rf.94815cb738341de7aa37b0359cf98669.jpg,416,416,Beware of children,42,46,387,384
00027_00004_00012_png_jpg.rf.948646f1da88c983d08529f93eac5596.jpg,416,416,Pedestrian Crossing,53,54,381,362
00018_00037_00025_png_jpg.rf.949bf963ce85ec417d00bf64f10ceb8b.jpg,416,416,Attention Please-,53,70,381,346
00028_00012_00025_png_jpg.rf.949d6613b82c295ac79080101d326ef2.jpg,416,416,Beware of children,27,35,394,376
00034_00013_00003_png_jpg.rf.94aa5be8b793bfcbc1082807ed119624.jpg,416,416,Turn left ahead,66,64,373,352
00023_00012_00009_png_jpg.rf.94aa6805fee080aa1822de881cab9a59.jpg,416,416,Slippery Road Ahead,63,39,366,364
00018_00003_00023_png_jpg.rf.94ae1afb8602b6bf0866dffdd1bb6b96.jpg,416,416,Attention Please-,50,49,398,377
00002_00001_00004_png_jpg.rf.94b0ea9752a20939cedaecf25b630fd8.jpg,416,416,50 mph speed limit,38,77,377,378
00024_00002_00025_png_jpg.rf.94cb9fe8bb5d0925a6fb7bf8c8208845.jpg,416,416,-Road narrows on right,35,39,382,372
00021_00010_00020_png_jpg.rf.94cd765cf756f8122d217dbb549d6401.jpg,416,416,Left Zig Zag Traffic,47,42,400,375
00023_00007_00004_png_jpg.rf.94d1d735c8d1d3124509eb1dc05bba45.jpg,416,416,Slippery Road Ahead,46,67,370,362
00034_00010_00013_png_jpg.rf.94ddeb02723a7c66f2c59d6ee915b0f7.jpg,416,416,Turn left ahead,55,41,362,376
00018_00011_00025_png_jpg.rf.94dfaa48c8914bc4a083924daf2c3618.jpg,416,416,Attention Please-,43,42,378,406
00017_00000_00018_png_jpg.rf.94e30d471d0f4a9ebea146bb9bc00a5f.jpg,416,416,No Entry,45,98,357,355
00037_00000_00003_png_jpg.rf.950221be618a4eff7f74285b9ae10318.jpg,416,416,Go straight or turn left,56,46,394,393
00024_00001_00001_png_jpg.rf.950cfd38f4b596935783ae5f9bd3bf04.jpg,416,416,-Road narrows on right,31,46,363,357
00018_00037_00015_png_jpg.rf.95213bab71a8dc23eb0d819a99bcfbe7.jpg,416,416,Attention Please-,71,79,385,346
00033_00001_00023_png_jpg.rf.9530256638fb32b1c79a6dd73de39a9e.jpg,416,416,Turn right ahead,43,50,395,402
00016_00011_00022_png_jpg.rf.953213b40b618b4901c7bb95b4b81f8d.jpg,416,416,Truck traffic is prohibited,39,66,359,359
00018_00000_00002_png_jpg.rf.95382261f2f9e5d5a84d5d7686468ee7.jpg,416,416,Attention Please-,62,124,355,355
00023_00013_00001_png_jpg.rf.953dda810f396bdfd9398263449b5d97.jpg,416,416,Slippery Road Ahead,70,73,377,375
00023_00003_00004_png_jpg.rf.9540577a6610c247855218404126565d.jpg,416,416,Slippery Road Ahead,59,65,364,367
00037_00000_00026_png_jpg.rf.954ce05cda70fcadec9807d1a7bb3752.jpg,416,416,Go straight or turn left,40,41,400,368
00024_00005_00008_png_jpg.rf.9550595366c977f9deee1a98c2fc168e.jpg,416,416,-Road narrows on right,72,74,359,357
00021_00001_00011_png_jpg.rf.95530de17a6a658454a59bdfdf8a7bc9.jpg,416,416,Left Zig Zag Traffic,50,85,357,363
00035_00003_00010_png_jpg.rf.955af0341580073936918a2b54bc5f94.jpg,416,416,Straight Ahead Only,57,97,373,402
00034_00008_00025_png_jpg.rf.9560b7ba03bc39db2ea08506c4ccfafc.jpg,416,416,Turn left ahead,43,42,373,382
00037_00006_00004_png_jpg.rf.955dd4945e356d196e730951dcb42bcb.jpg,416,416,Go straight or turn left,50,58,377,368
00018_00037_00024_png_jpg.rf.9569407b15dc80761af2254707901157.jpg,416,416,Attention Please-,51,62,389,361
00022_00011_00014_png_jpg.rf.956e70aad132eda50f66af49f563c0a6.jpg,416,416,Uneven Road,55,66,379,359
00040_00001_00006_png_jpg.rf.9573e18d23fc367d59f2abd581b0657e.jpg,416,416,Round-About,61,72,392,357
00016_00009_00025_png_jpg.rf.95787afd67f693e861f4fdd7b322d298.jpg,416,416,Truck traffic is prohibited,27,33,389,383
00040_00005_00009_png_jpg.rf.95819cfc5bd3f6c43597753676aa7593.jpg,416,416,Round-About,34,47,390,389
00020_00006_00029_png_jpg.rf.9584339aca1d7eb942620a77751b1fee.jpg,416,416,Dangerous Rright Curve Ahead,33,44,337,383
00035_00002_00006_png_jpg.rf.95924e07db4b2055429751b4dcbd1b75.jpg,416,416,Straight Ahead Only,86,95,368,357
00028_00012_00014_png_jpg.rf.959423c95af3ff6d4ca396b558de8347.jpg,416,416,Beware of children,73,77,375,362
00023_00015_00011_png_jpg.rf.95961477a6d4d2f24f904145e59ada1c.jpg,416,416,Slippery Road Ahead,61,51,362,357
00018_00007_00004_png_jpg.rf.95a01f282d359e841e010da863d2dc7a.jpg,416,416,Attention Please-,30,72,369,363
00029_00008_00027_png_jpg.rf.95a296e16ab39678a34cbc1413b56dd2.jpg,416,416,CYCLE ROUTE AHEAD WARNING,31,27,389,382
00018_00000_00006_png_jpg.rf.95e802d9de7f3d2ee55fdd733ea1a530.jpg,416,416,Attention Please-,75,74,372,330
00017_00020_00027_png_jpg.rf.95eb4e4deb74c839178680e8ef4e19b6.jpg,416,416,No Entry,21,62,402,355
00033_00002_00004_png_jpg.rf.96040a693e5e7def230cdd6c45ce2a1e.jpg,416,416,Turn right ahead,60,43,387,374
00037_00001_00021_png_jpg.rf.96111d7bec1c63f32b135ad52cdac203.jpg,416,416,Go straight or turn left,34,35,389,389
00028_00007_00029_png_jpg.rf.96182177ac8b24e610b663bc003df644.jpg,416,416,Beware of children,38,34,394,387
00032_00001_00005_png_jpg.rf.961f8a6633efa4cffb58bac1b66abfd6.jpg,416,416,End of all speed and passing limits,111,83,361,347
00016_00008_00005_png_jpg.rf.96391c106dfc867765ea0e3478f79284.jpg,416,416,Truck traffic is prohibited,43,14,388,388
00023_00004_00024_png_jpg.rf.963a90a2db91392cd3b1601ba54aa375.jpg,416,416,Slippery Road Ahead,57,50,360,380
00019_00004_00024_png_jpg.rf.9647a7bea02bd898f699759b14c6adf8.jpg,416,416,Dangerous Left Curve Ahead,37,57,385,376
00028_00009_00029_png_jpg.rf.9655db5a2f1fe3a1f8157958039e47dc.jpg,416,416,Beware of children,46,40,378,363
00032_00003_00003_png_jpg.rf.965a4bae899c9c18d57e2086f405f7f0.jpg,416,416,End of all speed and passing limits,77,115,339,359
00013_00015_00024_png_jpg.rf.9666260e1f4c2da9e3391451c1ddb1c7.jpg,416,416,Give Way,32,46,392,378
00023_00003_00021_png_jpg.rf.966f5b1cbfb8b745610a5cb118c9db01.jpg,416,416,Slippery Road Ahead,52,45,369,372
00023_00000_00005_png_jpg.rf.966fade0df51d74af5e1262cb19374f4.jpg,416,416,Slippery Road Ahead,75,74,372,342
00039_00002_00001_png_jpg.rf.967711e598547d59c366a0ff94eed938.jpg,416,416,Keep-Left,26,56,390,384
00027_00002_00003_png_jpg.rf.967e49ce3b369eb13f6dbd833154598b.jpg,416,416,Pedestrian Crossing,72,78,369,364
00033_00003_00012_png_jpg.rf.967e64ce4c835b627e29b0e4bf0a0441.jpg,416,416,Turn right ahead,53,50,363,367
road74_png_jpg.rf.96872be3f3be733f05f309fb2fba949e.jpg,416,416,Stop_Sign,215,29,364,243
00021_00005_00024_png_jpg.rf.96a1fe1bca7f703987346ca72460b8c0.jpg,416,416,Left Zig Zag Traffic,32,47,380,375
00027_00005_00023_png_jpg.rf.96a666fd1444471a6d474261d5bba67c.jpg,416,416,Pedestrian Crossing,36,67,388,379
00035_00014_00020_png_jpg.rf.96a8f0ada63a56464509f53f1b38d244.jpg,416,416,Straight Ahead Only,42,50,392,383
00002_00070_00018_png_jpg.rf.96ab5ea01bfe16573a9800ac5c8c3428.jpg,416,416,50 mph speed limit,70,62,367,364
00035_00013_00025_png_jpg.rf.96ab7a6671cfdb936248f6a138d594fa.jpg,416,416,Straight Ahead Only,34,40,394,394
00040_00006_00000_png_jpg.rf.96b6754f76c9695a5e6b99f20a15001d.jpg,416,416,Round-About,60,48,393,369
00035_00000_00008_png_jpg.rf.96c85a302efffa775c4a0fc85cfd2af9.jpg,416,416,Straight Ahead Only,39,68,388,378
00023_00002_00025_png_jpg.rf.96cdd842d8478153ec464fb8ad74cf6e.jpg,416,416,Slippery Road Ahead,35,40,381,385
road69_png_jpg.rf.96d45be6817af6f1b565074674b63007.jpg,416,416,Stop_Sign,90,86,325,346
00028_00007_00018_png_jpg.rf.96d7e371f1f954bf9d34ea69336a56e4.jpg,416,416,Beware of children,44,32,395,390
00037_00000_00023_png_jpg.rf.96dbedc75f14f8de3f7d7281e4befa0b.jpg,416,416,Go straight or turn left,67,44,375,381
00027_00002_00009_png_jpg.rf.96e35676a634e0984d4fe24e05011874.jpg,416,416,Pedestrian Crossing,62,66,385,373
00029_00001_00021_png_jpg.rf.96e3c8945b773705d66a6b150ac1d5c9.jpg,416,416,CYCLE ROUTE AHEAD WARNING,49,48,383,375
00022_00012_00023_png_jpg.rf.96ee37b3522b29031d5e3a9bb8e0cf4f.jpg,416,416,Uneven Road,48,40,386,370
00013_00061_00028_png_jpg.rf.96fc44ac8386ff638c69246b102a9941.jpg,416,416,Give Way,6,25,391,386
